Organization,Category,Year,Value,Address,Latitude,Longitude
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Waste,2022,0.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Food and  Hotels,2022,23.7,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Energy,2021,31.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Mobility,2021,16.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Consumables,2021,0.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Waste,2021,0.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Food and  Hotels,2021,40.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Energy,2020,27.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Mobility,2020,321.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Food / Hotels,2020,34.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Waste,2020,3.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Consumables,2020,11.0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
",46.21934176011838,6.134093111889695
graduate institute geneva,Energy,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
graduate institute geneva,Mobility,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
graduate institute geneva,Consumables,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
graduate institute geneva,Waste,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
graduate institute geneva,Food and  Hotels,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
fondation pour geneve,Energy,2022,3.1,0,0.0,0.0
fondation pour geneve,Mobility,2022,0.1,0,0.0,0.0
fondation pour geneve,Consumables,2022,1.3,0,0.0,0.0
fondation pour geneve,Waste,2022,0.1,0,0.0,0.0
fondation pour geneve,Food and  Hotels,2022,1.7,0,0.0,0.0
permanent mission of france,Energy,2022,166.4,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Mobility,2022,5.3,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Consumables,2022,1.7,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Waste,2022,1.2,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Food and  Hotels,2022,0.8,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Energy,2021,170.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Mobility,2021,21.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Consumables,2021,7.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Waste,2021,2.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Food and  Hotels,2021,43.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Energy,2020,105.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Mobility,2020,116.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Food / Hotels,2020,29.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Waste,2020,1.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of france,Consumables,2020,6.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
wcc world council of churches,Energy,2022,405.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Mobility,2022,51.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Consumables,2022,9.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Waste,2022,4.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Food and  Hotels,2022,107.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Energy,2021,461.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Mobility,2021,0.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Food / Hotels,2021,72.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Waste,2021,0.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
wcc world council of churches,Consumables,2021,13.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
permanent mission of the united kingdom of great britain and nothern ireland,Energy,2022,43.6,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Mobility,2022,16.4,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Consumables,2022,3.4,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Waste,2022,0.5,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Food and  Hotels,2022,6.1,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Energy,2021,40.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Mobility,2021,65.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Consumables,2021,28.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Waste,2021,0.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Food and  Hotels,2021,33.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Energy,2020,62.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Mobility,2020,193.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Food / Hotels,2020,80.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Waste,2020,2.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
permanent mission of the united kingdom of great britain and nothern ireland,Consumables,2020,27.0,"Rue Varembé, 3
1202 Genève
Switzerland
",46.22092633253714,6.139227211889732
itu international telecommunication union,Energy,2022,637.2,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Mobility,2022,1147.2,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Consumables,2022,86.9,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Waste,2022,31.9,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Food and  Hotels,2022,676.2,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Energy,2021,513.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Mobility,2021,1142.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Consumables,2021,217.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Waste,2021,36.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Food and  Hotels,2021,22.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Energy,2020,514.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Mobility,2020,2810.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Food / Hotels,2020,155.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Waste,2020,74.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
itu international telecommunication union,Consumables,2020,104.0,"Place des Nations
1211 Genève
Switzerland",46.2224013,6.1380736
ccig chambre de commerce dindustrie et des services de geneve,Energy,2022,35.4,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Mobility,2022,7.7,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Consumables,2022,7.1,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Waste,2022,8.6,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Food and  Hotels,2022,30.7,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Energy,2021,38.0,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Mobility,2021,17.0,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Consumables,2021,8.0,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Waste,2021,0.0,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
ccig chambre de commerce dindustrie et des services de geneve,Food and  Hotels,2021,17.0,"Boulevard du Théâtre 4
1204 Genève",46.2022496,6.1416388
permanent mission of norway 2,Energy,2022,28.5,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Mobility,2022,4.8,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Consumables,2022,1.2,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Waste,2022,0.9,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Food and  Hotels,2022,1.2,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Energy,2021,28.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Mobility,2021,2.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Consumables,2021,1.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Waste,2021,1.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Food and  Hotels,2021,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Energy,2020,29.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Mobility,2020,17.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Food / Hotels,2020,5.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Waste,2020,1.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of norway 2,Consumables,2020,5.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of the republic of slovenia,Energy,2022,13.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Mobility,2022,3.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Consumables,2022,1.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Waste,2022,0.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Food and  Hotels,2022,10.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Energy,2021,67.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Mobility,2021,7.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Food / Hotels,2021,14.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Waste,2021,0.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the republic of slovenia,Consumables,2021,2.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the principality of andorra,Energy,2022,0.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the principality of andorra,Mobility,2022,0.3,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the principality of andorra,Consumables,2022,0.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the principality of andorra,Waste,2022,0.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of the principality of andorra,Food and  Hotels,2022,0.0,"Rue du Môle 32
1201 Geneva
Switzerland",46.21326055326364,6.147476023532721
permanent mission of denmark,Energy,2022,5.0,"Rue de Moillebeau 56
1209 Geneva
Switzerland",46.2225217,6.130719
permanent mission of denmark,Mobility,2022,19.0,"Rue de Moillebeau 56
1209 Geneva
Switzerland",46.2225217,6.130719
permanent mission of denmark,Food / Hotels,2022,21.0,"Rue de Moillebeau 56
1209 Geneva
Switzerland",46.2225217,6.130719
permanent mission of denmark,Waste,2022,0.0,"Rue de Moillebeau 56
1209 Geneva
Switzerland",46.2225217,6.130719
permanent mission of denmark,Consumables,2022,5.0,"Rue de Moillebeau 56
1209 Geneva
Switzerland",46.2225217,6.130719
undp office in geneva united nations development programme 2,Energy,2022,11.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
undp office in geneva united nations development programme 2,Mobility,2022,50.5,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
undp office in geneva united nations development programme 2,Consumables,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
undp office in geneva united nations development programme 2,Waste,2022,0.1,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
undp office in geneva united nations development programme 2,Food and  Hotels,2022,40.7,"Rue de Varembé 7
1202 Geneva
Switzerland",46.2213651,6.1395961
ishr international service for human rights,Energy,2022,20.5,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Mobility,2022,6.6,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Consumables,2022,3.2,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Waste,2022,2.7,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Food and  Hotels,2022,33.2,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Energy,2021,16.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Mobility,2021,18.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Consumables,2021,3.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Waste,2021,1.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Food and  Hotels,2021,18.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Energy,2020,18.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Mobility,2020,138.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Food / Hotels,2020,0.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Waste,2020,0.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
ishr international service for human rights,Consumables,2020,0.0,"Avenue de la Paix 8-14
1211 Geneva
Switzerland",46.22825155,6.142463324170048
permanent mission of switzerland,Energy,2022,118.9,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Mobility,2022,41.2,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Consumables,2022,14.4,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Waste,2022,4.2,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Food and  Hotels,2022,70.4,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Energy,2021,129.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Mobility,2021,28.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Consumables,2021,6.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Waste,2021,1.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Food and  Hotels,2021,54.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Energy,2020,104.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Mobility,2020,78.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Food / Hotels,2020,65.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Waste,2020,1.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
permanent mission of switzerland,Consumables,2020,16.0,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland",46.2261633,6.1239301
wmo world meteorological organization,Energy,2022,534.8,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Mobility,2022,246.5,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Consumables,2022,22.4,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Waste,2022,12.3,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Food and  Hotels,2022,22.5,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Energy,2021,528.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Mobility,2021,509.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Consumables,2021,20.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Waste,2021,9.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Food and  Hotels,2021,59.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Energy,2020,491.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Mobility,2020,4639.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Food / Hotels,2020,593.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Waste,2020,29.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
wmo world meteorological organization,Consumables,2020,30.0,"Route de Ferney 150
1218 Grand Saconnex",46.2299159,6.1286488
permanent mission of portugal,Energy,2022,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Mobility,2022,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Consumables,2022,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Waste,2022,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Food and  Hotels,2022,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Energy,2021,48.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Mobility,2021,17.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Consumables,2021,3.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Waste,2021,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Food and  Hotels,2021,15.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Energy,2020,4.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Mobility,2020,22.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Food / Hotels,2020,1.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Waste,2020,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of portugal,Consumables,2020,15.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
permanent mission of chile,Energy,2022,35.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Mobility,2022,11.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Consumables,2022,44.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Waste,2022,2.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Food and  Hotels,2022,10.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Energy,2021,0.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Mobility,2021,3.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Food / Hotels,2021,10.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Waste,2021,0.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
permanent mission of chile,Consumables,2021,2.0,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland",46.222618,6.1329042
unige university of geneva,Energy,2022,14280.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Mobility,2022,2721.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Consumables,2022,23428.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Waste,2022,1.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Food and  Hotels,2022,520.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Energy,2021,15020.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Mobility,2021,7488.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Consumables,2021,25995.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Waste,2021,1.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
unige university of geneva,Food and  Hotels,2021,1111.0,"Rue de Lausanne 139
1202 Genève
Switzerland",46.217619,6.1481622
dndi drugs for neglected diseases initiative,Energy,2022,44.4,"Chemin Camille-Vidart 15
1202 Geneva
Switzerland",46.2197449,6.1367197
dndi drugs for neglected diseases initiative,Mobility,2022,150.3,"Chemin Camille-Vidart 15
1202 Geneva
Switzerland",46.2197449,6.1367197
dndi drugs for neglected diseases initiative,Consumables,2022,44.1,"Chemin Camille-Vidart 15
1202 Geneva
Switzerland",46.2197449,6.1367197
dndi drugs for neglected diseases initiative,Waste,2022,12.8,"Chemin Camille-Vidart 15
1202 Geneva
Switzerland",46.2197449,6.1367197
dndi drugs for neglected diseases initiative,Food and  Hotels,2022,92.5,"Chemin Camille-Vidart 15
1202 Geneva
Switzerland",46.2197449,6.1367197
who world health organization,Energy,2022,3158.3,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
who world health organization,Mobility,2022,407.2,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
who world health organization,Consumables,2022,0.0,"Rue de Lausanne 44
1201 Geneva
Switzerland",46.2138171,6.1460309
